Zip,InstallationsPerZip,Households,Pop,AverageIncome,Centile_HHI,Sola_Penetration,Centile_Solar_Penetration,SolarInstalled,Average HH Size,Centile_HHSize,Electric Utility,OwnerOccupancyPercentage,OwnerDetachedpercentage
13207,3,4937,14811,53001.2875,7,0.000607656,10,1,2.52,7,National Grid,0.6095,0.921232877
13214,15,3033,9101,84322.0771,3,0.004945598,9,1,2.43,8,National Grid,0.716,0.989317232
13224,24,2997,8993,73751.8012,4,0.008008008,9,1,2.38,9,National Grid,0.6132,0.950158586
13304,1,587,1762,75864.7199,4,0.001703578,10,1,2.23,10,National Grid,0.77,0.866419295
13314,0,108,324,51113,7,0,10,0,2.89,4,Other,0.8333,0.748571429
13320,5,183,550,15408.2265,8,0.027322404,3,1,2.27,10,National Grid,0.7756,0.853900709
13321,0,400,1202,79323.3854,4,0,10,0,2.17,10,Other,0.488,0.314393939
13326,13,1123,3371,42555.0105,7,0.011576135,8,1,2.2,10,NYS Electric and Gas,0.7123,0.840976772
13339,27,2227,6681,53863.002,7,0.012123934,8,1,2.58,7,National Grid,0.8145,0.754558205
13365,22,2992,8977,53518.6345,7,0.007352941,9,1,2.4,9,National Grid,0.676,0.804887663
13368,0,394,1184,48296.6161,7,0,10,0,2.51,8,Other,0.7198,0.904
13403,7,2486,7460,69489.7261,5,0.002815768,10,1,2.57,7,National Grid,0.838,0.989224138
13411,1,1119,3358,60866.0345,6,0.000893655,10,1,2.47,8,NYS Electric and Gas,0.7718,0.753554502
13417,3,1065,3196,50437,7,0.002816901,10,1,1.98,10,National Grid,0.4289,0.821484992
13435,0,105,317,77395,4,0,10,0,2.44,8,Other,0.7416,0.96969697
13450,2,10,32,15044.955,8,0.2,1,1,1.96,10,NYS Electric and Gas,0.7736,1
13480,2,1208,3626,59962.8516,6,0.001655629,10,1,2.46,8,NYS Electric and Gas,0.7045,0.908324552
13489,0,226,680,50159.8528,7,0,10,0,2.67,6,Other,0.8616,0.886010363
13602,0,1485,4456,37862.8947,7,0,10,0,3.84,1,Other,0,0
13621,0,223,671,61137.4006,6,0,10,0,2.29,9,Other,0.8612,0.772511848
13630,1,432,1297,48081.3599,7,0.002314815,10,1,2.9,4,National Grid,0.8744,0.770780856
13633,2,111,333,53545.5208,7,0.018018018,6,1,3.2,1,National Grid,0.7545,0.855421687
13666,0,90,270,45454,7,0,10,0,2.49,8,Other,0.6414,0.967741935
13693,0,139,418,66726,5,0,10,0,2.38,9,Other,0.8304,0.741935484
13696,1,28,84,49189,7,0.035714286,2,1,1.29,10,National Grid,1,1
13739,1,284,852,51905.384,7,0.003521127,10,1,2.49,8,NYS Electric and Gas,0.9262,0.707964602
13746,3,821,2465,60101.3086,6,0.00365408,10,1,2.5,8,NYS Electric and Gas,0.9189,0.708333333
13753,17,1483,4450,48596.4374,7,0.01146325,8,1,2.34,9,NYS Electric and Gas,0.7168,0.874074074
13774,0,84,252,51443,7,0,10,0,4.12,1,Other,0.7143,1
13782,2,258,775,55535.5221,6,0.007751938,9,1,2.26,10,NYS Electric and Gas,0.8172,0.794520548
13786,2,159,477,52266.9208,7,0.012578616,8,1,3.02,3,NYS Electric and Gas,0.6864,0.874172185
13787,4,1224,3672,54856.9944,6,0.003267974,10,1,2.95,3,NYS Electric and Gas,0.7688,0.758957655
13830,7,1674,5022,55316.1649,6,0.004181601,10,1,2.56,7,NYS Electric and Gas,0.8628,0.798543689
13832,1,239,718,58066.4592,6,0.0041841,10,1,2.84,5,NYS Electric and Gas,0.8692,0.621359223
13845,0,28,85,52460,7,0,10,0,2.538368177,7,Other,0.3,1
13847,0,19,58,47918,7,0,10,0,4.36,1,Other,0.3636,1
13859,0,63,190,49530,7,0,10,0,2.49,8,Other,0.6759,0.575342466
13860,0,31,95,52042,7,0,10,0,1.89,10,Other,0,0
13865,6,2170,6511,57745.0765,6,0.002764977,10,1,2.6,7,NYS Electric and Gas,0.8271,0.881129272
13905,17,9245,27737,50337.9267,7,0.001838832,10,1,2.32,9,NYS Electric and Gas,0.49,0.787355266
14001,26,3095,9287,60903.4058,6,0.008400646,9,1,2.5,8,Municipal Utilities,0.798,0.790451778
14004,18,3102,9307,50691.0672,7,0.005802708,9,1,2.53,7,NYS Electric and Gas,0.7991,0.887925697
14006,16,3591,10775,63355.7966,6,0.004455583,9,1,2.39,9,National Grid,0.8213,0.913096323
14011,12,2701,8105,60025.9849,6,0.004442799,9,1,2.53,7,NYS Electric and Gas,0.7438,0.927050053
14012,8,845,2537,55018.58,6,0.009467456,8,1,2.78,5,National Grid,0.8215,0.921727395
14013,4,595,1785,50549.1404,7,0.006722689,9,1,2.35,9,National Grid,0.8696,0.8015625
14033,4,730,2190,77371.0731,4,0.005479452,9,1,2.62,7,NYS Electric and Gas,0.8613,0.9864682
14039,0,39,117,67976,5,0,10,0,2.05,10,Other,0.6429,1
14047,8,2267,6803,74875.7666,4,0.003528893,10,1,2.54,7,National Grid,0.845,0.892079667
14061,0,101,304,60773,6,0,10,0,2.46,8,Other,0.7121,0.957446809
14085,10,1907,5723,98598.2522,1,0.005243838,9,1,2.8,5,National Grid,0.9709,0.977355439
14094,59,16880,50641,60438.5366,6,0.003495261,10,1,2.41,9,NYS Electric and Gas,0.7141,0.868234974
14098,9,975,2925,53987.1313,6,0.009230769,8,1,2.75,5,National Grid,0.8677,0.904222451
14211,6,9888,29664,34463.5213,7,0.000606796,10,1,2.34,9,National Grid,0.4133,0.549618321
14212,1,5114,15343,32090.5989,7,0.000195542,10,1,2.33,9,National Grid,0.4935,0.703511053
14214,17,6042,18126,47071.8842,7,0.002813638,10,1,2.26,10,National Grid,0.4381,0.751349815
14216,21,7877,23633,64983.6629,5,0.00266599,10,1,2.03,10,National Grid,0.4993,0.652165932
14224,29,13551,40653,64735.3173,5,0.002140063,10,1,2.31,9,NYS Electric and Gas,0.7817,0.88013468
14226,43,9783,29349,72780.9031,4,0.00439538,9,1,2.28,10,National Grid,0.7361,0.939555556
14414,14,2148,6445,67555.2034,5,0.006517691,9,1,2.47,8,National Grid,0.7549,0.863423761
14422,4,855,2567,65376.9808,5,0.004678363,9,1,2.59,7,National Grid,0.8584,0.841191067
14423,2,1664,4992,60429.864,6,0.001201923,10,1,2.44,8,National Grid,0.7979,0.894870171
14433,9,1603,4809,52040.6662,7,0.005614473,9,1,2.84,5,NYS Electric and Gas,0.8249,0.839765101
14456,43,6804,20413,59898.667,6,0.006319812,9,1,2.27,10,NYS Electric and Gas,0.6104,0.926548861
14467,11,2952,8857,75563.9693,4,0.003726287,10,1,2.56,7,National Grid,0.6945,0.981495468
14472,34,2609,7829,105814.6081,10,0.013031813,7,1,2.45,8,National Grid,0.8433,0.950105411
14502,16,3138,9414,75056.501,4,0.005098789,9,1,2.72,6,NYS Electric and Gas,0.821,0.941377171
14511,1,189,568,68537,5,0.005291005,9,1,1.9,10,National Grid,0.76,0.914473684
14514,4,1467,4403,64299.1922,6,0.002726653,10,1,2.54,7,Rochester Gas and Electric,0.6952,0.960489705
14519,13,3614,10843,74777.7559,4,0.003597122,10,1,2.41,9,Rochester Gas and Electric,0.8409,0.863298663
14521,8,985,2955,54300.82,6,0.008121827,9,1,2.32,9,NYS Electric and Gas,0.7314,0.832232497
14543,6,1065,3197,92744.1128,2,0.005633803,9,1,2.48,8,National Grid,0.8958,0.978358882
14549,0,20,60,57022,6,0,10,0,2.538368177,7,Other,1,1
14586,11,2229,6687,64758.89,5,0.004934948,9,1,2.8,5,Rochester Gas and Electric,0.7199,0.968531469
14590,8,1835,5505,54587.4291,6,0.004359673,10,1,2.36,9,Rochester Gas and Electric,0.7561,0.860109957
14607,7,5403,16210,54719.9331,6,0.001295577,10,1,1.66,10,Rochester Gas and Electric,0.1658,0.60248854
14610,8,4857,14572,91304.2324,2,0.001647107,10,1,1.94,10,Rochester Gas and Electric,0.5713,0.886686992
14617,8,7636,22909,72867.6883,4,0.001047669,10,1,2.44,8,Rochester Gas and Electric,0.8686,0.958976894
14714,0,167,501,54983,6,0,10,0,2.49,8,Other,0.8441,0.847133758
14717,0,243,731,53572.1223,7,0,10,0,2.08,10,Other,0.7517,0.908256881
14735,3,886,2660,50423.9406,7,0.003386005,10,1,2.25,10,National Grid,0.6846,0.847690387
14741,2,669,2009,51185.0724,7,0.002989537,10,1,2.65,6,National Grid,0.8595,0.777932961
14781,4,714,2144,49415.433,7,0.005602241,9,1,2.93,3,National Grid,0.8398,0.876602564
14784,3,341,1023,55926.1086,6,0.008797654,9,1,2.61,7,National Grid,0.7313,0.739534884
14808,0,209,628,57449,6,0,10,0,2.38,9,Other,0.7949,0.864516129
14818,19,585,1756,61912,6,0.032478632,2,1,2.17,10,NYS Electric and Gas,0.8821,0.804915515
14822,2,22,67,2938.5195,7,0.090909091,1,1,2.64,7,NYS Electric and Gas,0.7039,0.883597884
14843,4,4456,13368,49035.462,7,0.000897666,10,1,2.27,10,NYS Electric and Gas,0.6144,0.865793304
14865,5,891,2674,50063.2792,7,0.005611672,9,1,2.17,10,NYS Electric and Gas,0.6298,0.671070013
14871,8,1753,5260,62887.2964,6,0.004563605,9,1,2.35,9,NYS Electric and Gas,0.8827,0.971006565
14892,1,2784,8354,52444.2357,7,0.000359195,10,1,2.35,9,Municipal Utilities,0.676,0.766816143
14904,1,5644,16933,47828.5347,7,0.000177179,10,1,2.37,9,NYS Electric and Gas,0.6097,0.943979721
