Zip,InstallationsPerZip,Households,Pop,AverageIncome,Centile_HHI,Sola_Penetration,Centile_Solar_Penetration,SolarInstalled,Average HH Size,Centile_HHSize,Electric Utility,OwnerOccupancyPercentage,OwnerDetachedpercentage
12037,25,1260,3781,91310.0734,2,0.01984127,5,1,2.59,7,NYS Electric and Gas,0.7166,0.871710526
12053,48,1455,4366,79322.0545,4,0.032989691,2,1,2.86,4,National Grid,0.8623,0.876445087
12057,12,614,1842,53605.0969,7,0.019543974,5,1,2.56,7,National Grid,0.9112,0.894598155
12060,13,463,1391,93021.3473,2,0.028077754,3,1,2.32,9,NYS Electric and Gas,0.8239,0.935897436
12062,22,578,1736,74444.0214,4,0.038062284,2,1,2.5,8,NYS Electric and Gas,0.8179,0.848540146
12063,6,110,330,75226,4,0.054545455,1,1,2.52,7,National Grid,0.9368,1
12065,135,12914,38743,90235.036,2,0.010453771,8,1,2.43,8,National Grid,0.6757,0.774893254
12075,48,1084,3252,75655.2956,4,0.044280443,1,1,2.3,9,National Grid,0.8696,0.863802559
12095,60,4258,12776,58283.6296,6,0.014091123,7,1,2.28,10,National Grid,0.6318,0.867155145
12108,2,160,480,69704,5,0.0125,8,1,2.74,5,National Grid,0.8679,0.905797101
12124,4,209,627,69468,5,0.019138756,5,1,2.91,4,Central Hudson Gas and Electric,0.9429,0.939393939
12125,9,463,1391,74234,4,0.019438445,5,1,2.18,10,NYS Electric and Gas,0.7821,0.792099792
12136,14,280,841,113265.6297,9,0.05,1,1,2.26,10,NYS Electric and Gas,0.9669,0.931506849
12174,5,119,358,70809,5,0.042016807,1,1,2.46,8,National Grid,0.7745,1
12184,62,2354,7062,90121.9124,2,0.026338148,3,1,2.52,7,NYS Electric and Gas,0.7863,0.875247525
12186,44,2086,6260,96584.1589,1,0.021093001,5,1,2.44,8,National Grid,0.877,0.913662661
12203,96,11267,33802,65317.7229,5,0.008520458,9,1,2.02,10,National Grid,0.5093,0.829351032
12204,48,2279,6838,74572.8138,4,0.021061869,5,1,2.21,10,National Grid,0.2912,0.871686108
12207,3,661,1985,28874.3624,7,0.004538578,9,1,1.49,10,National Grid,0.0757,0.28358209
12208,53,7051,21154,65533.5875,5,0.007516664,9,1,2.22,10,National Grid,0.476,0.867176947
12209,33,3243,9730,61516.225,6,0.010175763,8,1,2.66,6,National Grid,0.5735,0.896646943
11419,10,14688,44065,59641.8032,6,0.000680828,10,1,3.89,1,Consolidated Edison,0.555,0.502610966
11433,6,9463,28391,54771.0096,6,0.000634048,10,1,3.63,1,Consolidated Edison,0.4058,0.56102176
11435,15,15772,47317,52869.8387,7,0.000951052,10,1,2.92,3,Consolidated Edison,0.359,0.356751825
11507,28,2508,7526,138519.3598,8,0.011164274,8,1,3.04,2,PSEG Long Island,0.9705,0.970026064
11514,14,1634,4904,93244,2,0.008567931,9,1,2.97,3,PSEG Long Island,0.6682,0.953767123
11518,64,3719,11158,104191.3025,10,0.017208927,6,1,2.63,7,PSEG Long Island,0.7867,0.790697674
11545,38,4027,12081,228119.4806,7,0.009436305,8,1,2.96,3,PSEG Long Island,0.8908,0.938437253
11558,78,2851,8553,100774.4161,10,0.027358821,3,1,2.7,6,PSEG Long Island,0.7444,0.825485961
11560,12,2270,6812,180639.7454,7,0.005286344,9,1,2.69,6,PSEG Long Island,0.7878,0.981611682
11691,26,18001,54005,51204.389,7,0.001444364,10,1,3.08,2,PSEG Long Island,0.252,0.459995908
11692,1,5283,15850,53663.5965,7,0.000189286,10,1,2.79,5,PSEG Long Island,0.3378,0.192381871
11693,10,3706,11120,65333.225,5,0.002698327,10,1,2.46,8,PSEG Long Island,0.4459,0.406483791
11701,160,8551,25654,81012.3993,3,0.018711262,6,1,3.01,3,PSEG Long Island,0.6449,0.832370954
11703,210,5552,16656,90997.3854,2,0.037824207,2,1,2.89,4,PSEG Long Island,0.8074,0.894003098
11704,481,13451,40355,87881.7357,3,0.035759423,2,1,3.03,2,PSEG Long Island,0.7469,0.912725797
11705,82,2745,8237,101900.85,10,0.029872495,3,1,2.91,4,PSEG Long Island,0.7765,0.9617866
11710,251,11596,34790,121845.9456,8,0.021645395,5,1,3.05,2,PSEG Long Island,0.8984,0.946291808
11715,59,1530,4591,98329.3851,1,0.038562092,2,1,2.71,6,PSEG Long Island,0.8669,0.87845706
11718,12,1082,3248,140354,8,0.011090573,8,1,2.91,4,PSEG Long Island,0.9018,1
11732,8,1179,3539,147944.4959,8,0.006785411,9,1,2.46,8,PSEG Long Island,0.716,1
11743,203,13988,41964,162373.6335,7,0.014512439,7,1,2.81,5,PSEG Long Island,0.86,0.93091103
11762,115,7685,23056,123073.3594,8,0.014964216,7,1,3.14,2,PSEG Long Island,0.968,0.9500633
11767,161,4575,13725,116834.2205,9,0.035191257,2,1,3.19,1,PSEG Long Island,0.8805,0.925997582
11778,77,3912,11738,86453.1315,3,0.019683027,5,1,2.96,3,PSEG Long Island,0.8656,0.958568738
11779,279,12808,38425,95607.9087,1,0.02178326,5,1,2.91,4,PSEG Long Island,0.7625,0.937630975
11780,101,5140,15422,130940.2505,8,0.019649805,5,1,2.81,5,PSEG Long Island,0.8974,0.886706949
11788,160,5509,16528,113159.8663,9,0.029043384,3,1,2.84,5,PSEG Long Island,0.816,0.91408635
11790,96,5869,17609,121840.245,8,0.016357131,6,1,2.85,4,PSEG Long Island,0.9116,0.929193401
11796,24,1288,3865,97094.3109,1,0.01863354,6,1,2.94,3,PSEG Long Island,0.8311,0.950381679
11935,65,1127,3383,102632.97,10,0.057675244,1,1,2.51,8,PSEG Long Island,0.869,0.990125673
11942,52,1328,3985,111984.724,9,0.039156627,1,1,2.56,7,PSEG Long Island,0.8685,0.910598414
11944,25,1221,3663,82387.346,3,0.02047502,5,1,2.22,10,PSEG Long Island,0.6402,0.808438819
11957,20,236,709,93668,2,0.084745763,1,1,1.93,10,PSEG Long Island,0.9192,0.990909091
11967,145,8204,24613,86509.8901,3,0.017674305,6,1,3.34,1,PSEG Long Island,0.8353,0.984084486
12017,3,127,382,96400.2414,1,0.023622047,4,1,2.48,8,NYS Electric and Gas,0.9701,0.876923077
12035,8,224,672,64200.752,6,0.035714286,2,1,2.32,9,National Grid,0.7442,0.8203125
12043,37,1539,4619,32418.8503,7,0.024041585,4,1,2.3,9,National Grid,0.6003,0.863340564
12056,39,723,2171,82681.9855,3,0.053941909,1,1,2.9,4,National Grid,0.9009,0.977715877
12058,8,465,1397,67619.9871,5,0.017204301,6,1,2.33,9,Central Hudson Gas and Electric,0.8267,0.884547069
12061,76,2741,8223,89233.5197,2,0.027727107,3,1,2.5,8,NYS Electric and Gas,0.6913,0.864793012
12074,28,991,2973,80517.469,3,0.028254289,3,1,2.41,9,National Grid,0.9203,0.869244936
12075,48,1084,3252,75655.2956,4,0.044280443,1,1,2.3,9,NYS Electric and Gas,0.8696,0.863802559
12083,24,1139,3419,60077.9539,6,0.021071115,5,1,2.45,8,Central Hudson Gas and Electric,0.8488,0.815495208
12084,7,1318,3956,95623.7201,1,0.005311077,9,1,2.09,10,National Grid,0.2499,0.971544715
12086,20,623,1870,69852.4666,5,0.032102729,2,1,2.29,10,National Grid,0.8832,0.948853616
12106,19,754,2263,74511.4288,4,0.025198939,4,1,2.3,9,National Grid,0.8143,0.964370546
12116,1,607,1822,53817.8886,7,0.001647446,10,1,2.27,10,National Grid,0.8392,0.768055556
12450,1,66,200,43167,7,0.015151515,7,1,2.28,10,Central Hudson Gas and Electric,1,1
12451,8,479,1437,59778.6868,6,0.016701461,6,1,2.79,5,Central Hudson Gas and Electric,0.6887,0.873210634
12454,0,98,294,53489,7,0,10,0,2.37,9,Other,0.8699,1
12457,9,292,877,71756.0226,4,0.030821918,3,1,1.65,10,NYS Electric and Gas,0.7494,0.958990536
12470,4,170,510,50468,7,0.023529412,4,1,2,10,Central Hudson Gas and Electric,0.6231,0.946107784
12486,14,554,1663,70223,5,0.025270758,4,1,2.66,6,Central Hudson Gas and Electric,0.8051,0.92760181
12493,3,166,498,84728,3,0.018072289,6,1,2.02,10,Central Hudson Gas and Electric,0.4454,1
12496,3,539,1618,53489,7,0.005565863,9,1,2.41,8,NYS Electric and Gas,0.8536,0.937608319
12502,16,351,1055,88555.3737,2,0.045584046,1,1,2.68,6,National Grid,0.7837,0.86809816
12503,9,244,734,85130,3,0.036885246,2,1,2.46,8,Central Hudson Gas and Electric,0.7543,0.799242424
12504,7,320,961,78492,4,0.021875,4,1,2.12,10,Central Hudson Gas and Electric,0.7059,1
12507,4,75,226,78492,4,0.053333333,1,1,2.83,5,Central Hudson Gas and Electric,0.9286,0.692307692
12508,96,6501,19504,64963.148,5,0.014766959,7,1,2.39,9,Central Hudson Gas and Electric,0.5235,0.791666667
12513,11,244,732,78372,4,0.045081967,1,1,2.24,10,National Grid,0.7632,0.921182266
12518,34,1960,5882,94154.9198,1,0.017346939,6,1,2.54,7,Central Hudson Gas and Electric,0.672,0.864253394
12553,191,7362,22087,82683.0553,3,0.025944037,4,1,2.73,5,Central Hudson Gas and Electric,0.7248,0.733273327
12566,81,3367,10103,85040.0149,3,0.024057024,4,1,2.85,4,Orange and Rockland Utilities,0.7987,0.945196211
12569,62,3132,9396,100171.8414,10,0.019795658,5,1,2.56,7,Central Hudson Gas and Electric,0.7262,0.841881854
12577,18,780,2342,94583.6059,1,0.023076923,4,1,2.92,3,Central Hudson Gas and Electric,0.8541,1
12582,22,1349,4049,115812.1451,9,0.016308377,6,1,2.96,3,NYS Electric and Gas,0.9601,0.95125448
12583,24,768,2304,81869.0112,3,0.03125,2,1,2.69,6,Central Hudson Gas and Electric,0.6209,0.847328244
12740,24,100,302,9621.9628,1,0.24,1,1,2.44,8,Central Hudson Gas and Electric,0.79,0.857142857
12743,0,123,370,69116.644,5,0,10,0,1.7,10,Other,0.7905,0.948717949
12768,1,303,911,45179.6372,7,0.00330033,10,1,2.01,10,NYS Electric and Gas,0.756,0.911347518
12778,1,231,694,66187,5,0.004329004,10,1,2.03,10,NYS Electric and Gas,0.5962,1
12785,2,352,1056,65062.2287,5,0.005681818,9,1,2.7,6,Orange and Rockland Utilities,0.7599,0.729641694
12789,0,550,1652,53923.196,7,0,10,0,2.39,9,Other,0.4304,0.463414634
12804,133,7985,23957,75103.7235,4,0.01665623,6,1,2.41,8,National Grid,0.73,0.854428787
12811,1,39,117,47583,7,0.025641026,4,1,1.61,10,National Grid,1,1
12828,40,2818,8455,54971.1408,6,0.014194464,7,1,2.45,8,National Grid,0.7715,0.73043173
12831,89,4802,14408,79045.8836,4,0.018533944,6,1,2.58,7,National Grid,0.7575,0.900658288
12846,8,1055,3167,64826.0308,5,0.007582938,9,1,2.6,7,National Grid,0.8044,0.892716535
12852,3,160,481,52968,7,0.01875,6,1,2.33,9,NYS Electric and Gas,0.9135,0.889473684
12859,8,669,2009,67833.2584,5,0.011958146,8,1,2.49,8,National Grid,0.9115,0.721387283
12860,2,384,1154,57547.2129,6,0.005208333,9,1,2.92,4,National Grid,0.7149,0.740506329
12872,0,3,11,51013,7,0,10,0,2.71,6,Other,1,0.892857143
