695288251117076481,Solar bus ready to take advantage of Africa's sun https://t.co/csHB06mWp3 #GreenEnergy #SayNotoOil https://t.co/0KNDGggBxd,4641551006,Panda Guide Official,Beijing,null,2016-02-04 16:50,,
695286783320395776,RT @DONGEnergy: Our Sustainability Report 2015 is out! We strive for a world with 100% #greenenergy \u2192 https://t.co/jp4OnYUmPO https://t.co/\u2026,29171453,Rasmus Skov,Tehran,null,2016-02-04 16:44,,
695275382694658048,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",3380837631,Sofi,,null,2016-02-04 15:59,,
695275322799964160,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",3315029768,A-Kill,"Karimnagar, Telangana",null,2016-02-04 15:58,,
695275313182425089,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",3339059632,gh,"Cairo, Egypt",null,2016-02-04 15:58,,
695275050912595968,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",2805114299,Abde L'Ptit Deini,"Saint-Etienne, Rh\u00f4ne-Alpes",null,2016-02-04 15:57,,
695274873522909186,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",2669891198,Rafik Manseur,Alger,null,2016-02-04 15:57,,
695274727942852608,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",2413593104,Khoirul Anwar,Indonesia,null,2016-02-04 15:56,,
695274657855860737,Follow These 8 Steps to Craft A Winning Environmental Awards Entry https://t.co/6v2DLjdXzn #greenenergy,730791510,Green Energy TV,,null,2016-02-04 15:56,,
695274656094298113,"Google, Amazon Underestimate Data Centers\u2019 Carbon Footprints https://t.co/wh9erNVCfF #greenenergy",730791510,Green Energy TV,,null,2016-02-04 15:56,,
695274580466917376,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy""",2999167250,MTVSTARS TaylorSwift,,null,2016-02-04 15:55,,
695274568261484545,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",3348567532,readi_watanabe,aceh selatan,null,2016-02-04 15:55,,
695274387453386753,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",4126388781,Kim_Mino,,null,2016-02-04 15:55,,
695273897994883072,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",945004556,HeatherGlatz REALTOR,Johnson City,null,2016-02-04 15:53,,
695273776758550528,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",15865433,Market4Millions,"Charleston, South Carolina -th",null,2016-02-04 15:52,,
695272847271424002,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",14918646,Steve Yap,United States,null,2016-02-04 15:48,,
695272775762722816,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",20099908,Pietro Capriata,italy,null,2016-02-04 15:48,,
695272743550476288,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",2345632471,\u2605Y A Y A\u2605,,null,2016-02-04 15:48,,
695272694628139008,"RT aerianstudios \Love what GreenRunningUK are getting up to! #Innovation #greenenergy\""""",476526506,I am Nursyazal,,null,2016-02-04 15:48,,
