713490534384451584,Choose GREEN energy and SAVE$ https://t.co/AEdElgwKXH ZERO upfront cost.5 minutes and you save #greenenergy #gogreen https://t.co/IAEdbxbldh,257294613,Phil Cooper,"Woodstock, il",null,2016-03-25 22:19,,,
713489872040955905,#greenenergy \u200bScientists develop a new way of storing green energy - thanks to Mother Nature - Western Daily Pr... https://t.co/KvuWjZViWZ,75054204,GreenerEdgeWebDesign,MO,null,2016-03-25 22:16,,,
713489441285746688,Latest renewables news hot off the press - 25/3/2015 https://t.co/Gha0Srnkis #green #storystream #pr,234517183,Lifestyle News,,null,2016-03-25 22:15,,,
713489439255699456,My Turn: Will SRP ever see the light on solar? https://t.co/uJn7wHDRdg #green #storystream #pr,234517183,Lifestyle News,,null,2016-03-25 22:15,,,
713489435367571456,Latest renewables news hot off the press - 25/3/2015 https://t.co/ocsWrfkqyQ #green,16935195,talkmusic,,null,2016-03-25 22:15,,,
713489425175437312,Latest renewables news hot off the press - 25/3/2015 https://t.co/PaNE0PZYUA #green #stortystream #life,103741974,Lifestyle News,,null,2016-03-25 22:15,,,
713489423757746178,Latest renewables news hot off the press - 25/3/2015 https://t.co/TGMbzPb7q7 #b2b #news,217159992,B2B News,,null,2016-03-25 22:15,,,
713489422558179328,My Turn: Will SRP ever see the light on solar? https://t.co/5mUrNwBI4I #green #stortystream #life,103741974,Lifestyle News,,null,2016-03-25 22:15,,,
713489418577780736,Latest renewables news hot off the press - 25/3/2015 https://t.co/fphhyWWlWx #storystream,215440345,Business News,,null,2016-03-25 22:15,,,
713489416983957504,Latest renewables news hot off the press - 25/3/2015 https://t.co/qIt2W4dCvB #b2b,207255276,B2B News,,null,2016-03-25 22:15,,,
713488409973514240,Latest renewables news hot off the press - 25/3/2015 https://t.co/kPlCBl6orr #green,69369347,Solar Business Daily,"Charlottesville, VA",null,2016-03-25 22:11,,,
713488409671524354,Latest renewables news hot off the press - 25/3/2015 https://t.co/hU8C7jX0OG #green #allcompanynews,281565203,All Company News,,null,2016-03-25 22:11,,,
